genes	FreqDE	ConsistencyDE	ConsistencyToFreq
Mrpl50	Mrpl50	2	2	1
Mrps10	Mrps10	2	2	1
Mrrf	Mrrf	2	2	1
Mrto4	Mrto4	2	2	1
mt-Co2	mt-Co2	2	2	1
Mtfr1	Mtfr1	2	2	1
Mthfd2	Mthfd2	2	2	1
Mtmr11	Mtmr11	2	2	1
mt-Nd2	mt-Nd2	2	2	1
mt-Nd3	mt-Nd3	2	2	1
Muc5b	Muc5b	2	2	1
Myh10	Myh10	2	2	1
Myo6	Myo6	2	2	1
Naa15	Naa15	2	2	1
Naa50	Naa50	2	2	1
Nagpa	Nagpa	2	2	1
Ncam1	Ncam1	2	2	1
Nceh1	Nceh1	2	2	1
Nelfe	Nelfe	2	2	1
Neu1	Neu1	2	2	1
Nfat5	Nfat5	2	2	1
Nfe2l3	Nfe2l3	2	2	1
Nip7	Nip7	2	2	1
Nmd3	Nmd3	2	2	1
Nme1	Nme1	2	2	1
Nmt2	Nmt2	2	2	1
Noc4l	Noc4l	2	2	1
Nolc1	Nolc1	2	2	1
Nom1	Nom1	2	2	1
Nop56	Nop56	2	2	1
Npepps	Npepps	2	2	1
Npm3	Npm3	2	2	1
Nr1h2	Nr1h2	2	2	1
Nr2f6	Nr2f6	2	2	1
Nras	Nras	2	2	1
Nrd1	Nrd1	2	2	1
Nsun6	Nsun6	2	2	1
Nt5c2	Nt5c2	2	2	1
Nudcd2	Nudcd2	2	2	1
Nudt5	Nudt5	2	2	1
Nufip1	Nufip1	2	2	1
Nupl1	Nupl1	2	2	1
Nvl	Nvl	2	2	1
Nyap1	Nyap1	2	2	1
Ola1	Ola1	2	2	1
Orc6	Orc6	2	2	1
P3h4	P3h4	2	2	1
Pabpc4	Pabpc4	2	2	1
Pacrg	Pacrg	2	2	1
Pacrgl	Pacrgl	2	2	1
Pax9	Pax9	2	2	1
Pcbp1	Pcbp1	2	2	1
Pcdh19	Pcdh19	2	2	1
Pcna	Pcna	2	2	1
Pdcd10	Pdcd10	2	2	1
Pdcd2	Pdcd2	2	2	1
Pde4a	Pde4a	2	2	1
Pdk1	Pdk1	2	2	1
Pdlim4	Pdlim4	2	2	1
Pdlim5	Pdlim5	2	2	1
Pdss1	Pdss1	2	2	1
Pdx1	Pdx1	2	2	1
Pebp1	Pebp1	2	2	1
Pgam5	Pgam5	2	2	1
Pgm2l1	Pgm2l1	2	2	1
Pgpep1	Pgpep1	2	2	1
Pgrmc2	Pgrmc2	2	2	1
Phb2	Phb2	2	2	1
Phf6	Phf6	2	2	1
Phykpl	Phykpl	2	2	1
Pilra	Pilra	2	2	1
Pilrb2	Pilrb2	2	2	1
Pip5k1a	Pip5k1a	2	2	1
Pir	Pir	2	2	1
PISD	PISD	2	2	1
Pitpna	Pitpna	2	2	1
Pla2g12a	Pla2g12a	2	2	1
Pla2g4a	Pla2g4a	2	2	1
Pla2r1	Pla2r1	2	2	1
Plcd3	Plcd3	2	2	1
Plcg2	Plcg2	2	2	1
Plod2	Plod2	2	2	1
Plp2	Plp2	2	2	1
Plpp3	Plpp3	2	2	1
Plscr1	Plscr1	2	2	1
Plscr2	Plscr2	2	2	1
Pmaip1	Pmaip1	2	2	1
Pnn	Pnn	2	2	1
Pno1	Pno1	2	2	1
Pnpt1	Pnpt1	2	2	1
Pold2	Pold2	2	2	1
Poldip3	Poldip3	2	2	1
Polr2b	Polr2b	2	2	1
Polr2f	Polr2f	2	2	1
Polr3d	Polr3d	2	2	1
Por	Por	2	2	1
Ppan	Ppan	2	2	1
Ppia	Ppia	2	2	1
Ppid	Ppid	2	2	1
Ppif	Ppif	2	2	1
Ppih	Ppih	2	2	1
Ppm1g	Ppm1g	2	2	1
Ppp1r14b	Ppp1r14b	2	2	1
Ppp1r15b	Ppp1r15b	2	2	1
Ppp4c	Ppp4c	2	2	1
Praf2	Praf2	2	2	1
Prdx1	Prdx1	2	2	1
Prdx2	Prdx2	2	2	1
Prelid2	Prelid2	2	2	1
Prkg2	Prkg2	2	2	1
Prpf40a	Prpf40a	2	2	1
Prrg2	Prrg2	2	2	1
Prrg4	Prrg4	2	2	1
Psip1	Psip1	2	2	1
Psma5	Psma5	2	2	1
Psma6	Psma6	2	2	1
Psma7	Psma7	2	2	1
Psmc6	Psmc6	2	2	1
Psmd4	Psmd4	2	2	1
Psmd5	Psmd5	2	2	1
Psmd6	Psmd6	2	2	1
Psmg3	Psmg3	2	2	1
Psph	Psph	2	2	1
Ptger4	Ptger4	2	2	1
Ptk2b	Ptk2b	2	2	1
Ptprn	Ptprn	2	2	1
Ptrf	Ptrf	2	2	1
Pttg1ip	Pttg1ip	2	2	1
Puf60	Puf60	2	2	1
Pus1	Pus1	2	2	1
Pus7	Pus7	2	2	1
Pygb	Pygb	2	2	1
Rab7	Rab7	2	2	1
Rabl6	Rabl6	2	2	1
Rad23b	Rad23b	2	2	1
Ralgds	Ralgds	2	2	1
Rangrf	Rangrf	2	2	1
Rap1gds1	Rap1gds1	2	2	1
Rars	Rars	2	2	1
Rasa4	Rasa4	2	2	1
Rasal2	Rasal2	2	2	1
Rbfox2	Rbfox2	2	2	1
Rbm25	Rbm25	2	2	1
Rbm34	Rbm34	2	2	1
Rbm39	Rbm39	2	2	1
Rbm45	Rbm45	2	2	1
Rbpj	Rbpj	2	2	1
Rcc2	Rcc2	2	2	1
Reep6	Reep6	2	2	1
Rhbdd2	Rhbdd2	2	2	1
Rita1	Rita1	2	2	1
Rnaseh2a	Rnaseh2a	2	2	1
Rnaseh2c	Rnaseh2c	2	2	1
Rnd2	Rnd2	2	2	1
Rnf10	Rnf10	2	2	1
Rnf183	Rnf183	2	2	1
Rnf217	Rnf217	2	2	1
Rnmt	Rnmt	2	2	1
Rpia	Rpia	2	2	1
Rpl10a	Rpl10a	2	2	1
Rpl13a	Rpl13a	2	2	1
Rpl17	Rpl17	2	2	1
Rpl18a	Rpl18a	2	2	1
Rpl19	Rpl19	2	2	1
Rpl27a	Rpl27a	2	2	1
Rpl30	Rpl30	2	2	1
Rpl35	Rpl35	2	2	1
Rpl8	Rpl8	2	2	1
Rpp21	Rpp21	2	2	1
Rpp38	Rpp38	2	2	1
Rps16	Rps16	2	2	1
Rps18	Rps18	2	2	1
Rps2	Rps2	2	2	1
Rps23	Rps23	2	2	1
Rps6ka6	Rps6ka6	2	2	1
Rras2	Rras2	2	2	1
Rrbp1	Rrbp1	2	2	1
Rrp15	Rrp15	2	2	1
Rrp1b	Rrp1b	2	2	1
Rsbn1	Rsbn1	2	2	1
S100a16	S100a16	2	2	1
Samm50	Samm50	2	2	1
Scara3	Scara3	2	2	1
Scfd1	Scfd1	2	2	1
Sdad1	Sdad1	2	2	1
Seh1l	Seh1l	2	2	1
Selm	Selm	2	2	1
Sema3e	Sema3e	2	2	1
Sema7a	Sema7a	2	2	1
Serpinb1a	Serpinb1a	2	2	1
Serpini1	Serpini1	2	2	1
Sertad2	Sertad2	2	2	1
Setd6	Setd6	2	2	1
Setdb1	Setdb1	2	2	1
Sf3b4	Sf3b4	2	2	1
Sf3b6	Sf3b6	2	2	1
Sfr1	Sfr1	2	2	1
Sfxn3	Sfxn3	2	2	1
Sgsm3	Sgsm3	2	2	1
Sh3pxd2b	Sh3pxd2b	2	2	1
Sh3yl1	Sh3yl1	2	2	1
Shmt2	Shmt2	2	2	1
Skiv2l	Skiv2l	2	2	1
Slc19a2	Slc19a2	2	2	1
Slc25a13	Slc25a13	2	2	1
Slc25a17	Slc25a17	2	2	1
Slc25a4	Slc25a4	2	2	1
Slc2a1	Slc2a1	2	2	1
Slc35e4	Slc35e4	2	2	1
Slc35f6	Slc35f6	2	2	1
Slc39a14	Slc39a14	2	2	1
Slc44a4	Slc44a4	2	2	1
Slc4a11	Slc4a11	2	2	1
Slc7a3	Slc7a3	2	2	1
Slc8b1	Slc8b1	2	2	1
Slc9a2	Slc9a2	2	2	1
Slit2	Slit2	2	2	1
Slk	Slk	2	2	1
Smad7	Smad7	2	2	1
Smc3	Smc3	2	2	1
Smc4	Smc4	2	2	1
Smc5	Smc5	2	2	1
Smc6	Smc6	2	2	1
Smg5	Smg5	2	2	1
Smim15	Smim15	2	2	1
Sms	Sms	2	2	1
Smyd2	Smyd2	2	2	1
Smyd3	Smyd3	2	2	1
Snhg6	Snhg6	2	2	1
Snrnp48	Snrnp48	2	2	1
Snrpa	Snrpa	2	2	1
Snrpa1	Snrpa1	2	2	1
Snrpb2	Snrpb2	2	2	1
Snrpd1	Snrpd1	2	2	1
Snrpd3	Snrpd3	2	2	1
Snrpe	Snrpe	2	2	1
Snrpf	Snrpf	2	2	1
Snx10	Snx10	2	2	1
Snx12	Snx12	2	2	1
Snx6	Snx6	2	2	1
Socs5	Socs5	2	2	1
Sod1	Sod1	2	2	1
Sorbs2	Sorbs2	2	2	1
Sptssb	Sptssb	2	2	1
Sqle	Sqle	2	2	1
Srbd1	Srbd1	2	2	1
Src	Src	2	2	1
Srd5a1	Srd5a1	2	2	1
Srpk1	Srpk1	2	2	1
Srpx2	Srpx2	2	2	1
Srrm1	Srrm1	2	2	1
Srsf11	Srsf11	2	2	1
Ssb	Ssb	2	2	1
Ssr3	Ssr3	2	2	1
Ssrp1	Ssrp1	2	2	1
St13	St13	2	2	1
St3gal2	St3gal2	2	2	1
Stc2	Stc2	2	2	1
Steap1	Steap1	2	2	1
Strbp	Strbp	2	2	1
Styk1	Styk1	2	2	1
Sumo2	Sumo2	2	2	1
Suox	Suox	2	2	1
Svbp	Svbp	2	2	1
Svip	Svip	2	2	1
Syt11	Syt11	2	2	1
Szrd1	Szrd1	2	2	1
Taf4a	Taf4a	2	2	1
Taf5l	Taf5l	2	2	1
Tagap1	Tagap1	2	2	1
Tceb1	Tceb1	2	2	1
Tceb2	Tceb2	2	2	1
Tcf3	Tcf3	2	2	1
Tcf4	Tcf4	2	2	1
Tcf7l2	Tcf7l2	2	2	1
Tead2	Tead2	2	2	1
Tex10	Tex10	2	2	1
Tex30	Tex30	2	2	1
Tfap2b	Tfap2b	2	2	1
Tfap4	Tfap4	2	2	1
Tfip11	Tfip11	2	2	1
Timm23	Timm23	2	2	1
Tkt	Tkt	2	2	1
Tm9sf3	Tm9sf3	2	2	1
Tmbim1	Tmbim1	2	2	1
Tmcc1	Tmcc1	2	2	1
Tmed7	Tmed7	2	2	1
Tmem237	Tmem237	2	2	1
Tmem65	Tmem65	2	2	1
Tmem70	Tmem70	2	2	1
Tmem88	Tmem88	2	2	1
Tmsb15b2	Tmsb15b2	2	2	1
Tmtc4	Tmtc4	2	2	1
Tnfrsf22	Tnfrsf22	2	2	1
Tnpo3	Tnpo3	2	2	1
Tns4	Tns4	2	2	1
Tomm40	Tomm40	2	2	1
Tor1a	Tor1a	2	2	1
Tor3a	Tor3a	2	2	1
Tpbg	Tpbg	2	2	1
Tpcn1	Tpcn1	2	2	1
Tpd52	Tpd52	2	2	1
Tpm3	Tpm3	2	2	1
Tpm3-rs7	Tpm3-rs7	2	2	1
Tpr	Tpr	2	2	1
Tpst2	Tpst2	2	2	1
Tra2a	Tra2a	2	2	1
Traf3ip1	Traf3ip1	2	2	1
Traf4	Traf4	2	2	1
Trib1	Trib1	2	2	1
Trim37	Trim37	2	2	1
Triobp	Triobp	2	2	1
Trmt1	Trmt1	2	2	1
Trnt1	Trnt1	2	2	1
Tsc22d2	Tsc22d2	2	2	1
Tsc22d4	Tsc22d4	2	2	1
Tspan13	Tspan13	2	2	1
Tspan5	Tspan5	2	2	1
Ttll5	Ttll5	2	2	1
Ttyh1	Ttyh1	2	2	1
Twist1	Twist1	2	2	1
Uba3	Uba3	2	2	1
Uba6	Uba6	2	2	1
Ubald2	Ubald2	2	2	1
Ube2e3	Ube2e3	2	2	1
Ube2k	Ube2k	2	2	1
Ube3a	Ube3a	2	2	1
Ubqln4	Ubqln4	2	2	1
Uchl5	Uchl5	2	2	1
Ufm1	Ufm1	2	2	1
Unc13c	Unc13c	2	2	1
Upk3bl	Upk3bl	2	2	1
Upp1	Upp1	2	2	1
Usp53	Usp53	2	2	1
Utp14b	Utp14b	2	2	1
Utp20	Utp20	2	2	1
Vangl1	Vangl1	2	2	1
Vat1	Vat1	2	2	1
Vcan	Vcan	2	2	1
Vcl	Vcl	2	2	1
Vps37b	Vps37b	2	2	1
Vps50	Vps50	2	2	1
Wasf1	Wasf1	2	2	1
Wbp11	Wbp11	2	2	1
Wdr43	Wdr43	2	2	1
Wdr60	Wdr60	2	2	1
Wdr72	Wdr72	2	2	1
Wipf2	Wipf2	2	2	1
Wnt7b	Wnt7b	2	2	1
Wwtr1	Wwtr1	2	2	1
Ybx1	Ybx1	2	2	1
Ydjc	Ydjc	2	2	1
Ythdc1	Ythdc1	2	2	1
Zbtb43	Zbtb43	2	2	1
Zbtb7b	Zbtb7b	2	2	1
Zc3h14	Zc3h14	2	2	1
Zcchc10	Zcchc10	2	2	1
Zfand5	Zfand5	2	2	1
Zfp263	Zfp263	2	2	1
Zfp36l2	Zfp36l2	2	2	1
Zfp51	Zfp51	2	2	1
Zfp57	Zfp57	2	2	1
Zfp644	Zfp644	2	2	1
Zfp655	Zfp655	2	2	1
Zfp664	Zfp664	2	2	1
Zfp777	Zfp777	2	2	1
Zfp932	Zfp932	2	2	1
Znhit1	Znhit1	2	2	1
Zranb2	Zranb2	2	2	1
Cyp2s1	Cyp2s1	2	2	1
Tfpi	Tfpi	2	2	1
Aqp3	Aqp3	2	2	1
Ddc	Ddc	2	2	1
Ifi27l2b	Ifi27l2b	2	2	1
Vil1	Vil1	2	2	1
Adh1	Adh1	2	2	1
Bmp3	Bmp3	2	2	1
Gm15217	Gm15217	2	2	1
1700049G17Rik	1700049G17Rik	2	2	1
Adam28	Adam28	2	2	1
Avil	Avil	2	2	1
Bcas1	Bcas1	2	2	1
Btbd11	Btbd11	2	2	1
Bvht	Bvht	2	2	1
Depdc7	Depdc7	2	2	1
Hsd17b2	Hsd17b2	2	2	1
Mettl7b	Mettl7b	2	2	1
Mycl	Mycl	2	2	1
Pde3b	Pde3b	2	2	1
Pifo	Pifo	2	2	1
Psapl1	Psapl1	2	2	1
Rassf4	Rassf4	2	2	1
Slc26a10	Slc26a10	2	2	1
B930041F14Rik	B930041F14Rik	2	2	1
Sapcd1	Sapcd1	2	2	1
Sbspon	Sbspon	2	2	1
Cib3	Cib3	2	2	1
Fam3b	Fam3b	2	2	1
Fer1l4	Fer1l4	2	2	1
Krt4	Krt4	2	2	1
Krtap4-16	Krtap4-16	2	2	1
Muc3	Muc3	2	2	1
Otop2	Otop2	2	2	1
Pla2g10	Pla2g10	2	2	1
Slc10a2	Slc10a2	2	2	1
Sox2	Sox2	2	2	1
Sox21	Sox21	2	2	1
Tenm1	Tenm1	2	2	1
Tmprss11e	Tmprss11e	2	2	1
Tmem35	Tmem35	2	2	1
Ddx60	Ddx60	2	2	1
Gm15551	Gm15551	2	2	1
