genes	FreqDE	ConsistencyDE	ConsistencyToFreq
Man1c1	Man1c1	2	-2	1
Mansc1	Mansc1	2	-2	1
Map7	Map7	2	-2	1
Mapk8ip1	Mapk8ip1	2	-2	1
Mdfic	Mdfic	2	-2	1
Mdp1	Mdp1	2	-2	1
Med16	Med16	2	-2	1
Metrnl	Metrnl	2	-2	1
Mfsd2a	Mfsd2a	2	-2	1
Mfsd7b	Mfsd7b	2	-2	1
Mgll	Mgll	2	-2	1
Mical1	Mical1	2	-2	1
Mical2	Mical2	2	-2	1
Mitd1	Mitd1	2	-2	1
Mmp15	Mmp15	2	-2	1
Morc4	Morc4	2	-2	1
Morf4l1	Morf4l1	2	-2	1
Mospd2	Mospd2	2	-2	1
Mpst	Mpst	2	-2	1
Mrpl4	Mrpl4	2	-2	1
Mrpl48	Mrpl48	2	-2	1
Msrb2	Msrb2	2	-2	1
Mtfp1	Mtfp1	2	-2	1
Mtmr3	Mtmr3	2	-2	1
Mus81	Mus81	2	-2	1
Mxd1	Mxd1	2	-2	1
Mxd4	Mxd4	2	-2	1
Myd88	Myd88	2	-2	1
Myo5b	Myo5b	2	-2	1
Mysm1	Mysm1	2	-2	1
Mzt2	Mzt2	2	-2	1
Nagk	Nagk	2	-2	1
Ncoa7	Ncoa7	2	-2	1
Ndrg3	Ndrg3	2	-2	1
Ndufaf3	Ndufaf3	2	-2	1
Nedd9	Nedd9	2	-2	1
Nelfcd	Nelfcd	2	-2	1
Nemf	Nemf	2	-2	1
Nfic	Nfic	2	-2	1
Nfix	Nfix	2	-2	1
Nfkbid	Nfkbid	2	-2	1
Nipal1	Nipal1	2	-2	1
Npc1	Npc1	2	-2	1
Npr2	Npr2	2	-2	1
Nr1h3	Nr1h3	2	-2	1
Nr4a3	Nr4a3	2	-2	1
Nrbp2	Nrbp2	2	-2	1
Nrep	Nrep	2	-2	1
Nucb2	Nucb2	2	-2	1
Nudt18	Nudt18	2	-2	1
Ofd1	Ofd1	2	-2	1
Os9	Os9	2	-2	1
Osbpl1a	Osbpl1a	2	-2	1
Osgin1	Osgin1	2	-2	1
Osmr	Osmr	2	-2	1
P2ry2	P2ry2	2	-2	1
Panx1	Panx1	2	-2	1
Paqr7	Paqr7	2	-2	1
Pbxip1	Pbxip1	2	-2	1
Pcca	Pcca	2	-2	1
Pcif1	Pcif1	2	-2	1
Pcnt	Pcnt	2	-2	1
Pcx	Pcx	2	-2	1
Pddc1	Pddc1	2	-2	1
Pde7a	Pde7a	2	-2	1
Peli1	Peli1	2	-2	1
Pfkfb3	Pfkfb3	2	-2	1
Phf11d	Phf11d	2	-2	1
Pi4k2b	Pi4k2b	2	-2	1
Pias1	Pias1	2	-2	1
Pigu	Pigu	2	-2	1
Pink1	Pink1	2	-2	1
Pip5k1b	Pip5k1b	2	-2	1
Pitpnm2	Pitpnm2	2	-2	1
Pla2g1b	Pla2g1b	2	-2	1
Plekhb1	Plekhb1	2	-2	1
Pnrc2	Pnrc2	2	-2	1
Polr2l	Polr2l	2	-2	1
Ppargc1a	Ppargc1a	2	-2	1
Ppfibp2	Ppfibp2	2	-2	1
Prkaa2	Prkaa2	2	-2	1
Ptp4a3	Ptp4a3	2	-2	1
Rab1b	Rab1b	2	-2	1
Rab27b	Rab27b	2	-2	1
Rab3a	Rab3a	2	-2	1
Rab9	Rab9	2	-2	1
Rap2a	Rap2a	2	-2	1
Rasl11b	Rasl11b	2	-2	1
Rbm47	Rbm47	2	-2	1
Rdx	Rdx	2	-2	1
Renbp	Renbp	2	-2	1
Rfk	Rfk	2	-2	1
Rilp	Rilp	2	-2	1
Rnaset2b	Rnaset2b	2	-2	1
Rnf135	Rnf135	2	-2	1
Rnf145	Rnf145	2	-2	1
Rnf19a	Rnf19a	2	-2	1
Rnf19b	Rnf19b	2	-2	1
Rnf215	Rnf215	2	-2	1
Rnpep	Rnpep	2	-2	1
Rps29	Rps29	2	-2	1
Rps6ka3	Rps6ka3	2	-2	1
Rragd	Rragd	2	-2	1
Rrm2	Rrm2	2	-2	1
Rsrp1	Rsrp1	2	-2	1
Rundc3a	Rundc3a	2	-2	1
S1pr2	S1pr2	2	-2	1
Samd14	Samd14	2	-2	1
Sbk1	Sbk1	2	-2	1
Sec14l1	Sec14l1	2	-2	1
Sema4a	Sema4a	2	-2	1
Serpinb6b	Serpinb6b	2	-2	1
Sesn3	Sesn3	2	-2	1
Sgf29	Sgf29	2	-2	1
Sgms1	Sgms1	2	-2	1
Ski	Ski	2	-2	1
Slc12a2	Slc12a2	2	-2	1
Slc1a5	Slc1a5	2	-2	1
Slc25a20	Slc25a20	2	-2	1
Slc25a25	Slc25a25	2	-2	1
Slc39a9	Slc39a9	2	-2	1
Slc43a3	Slc43a3	2	-2	1
Slc44a3	Slc44a3	2	-2	1
Slc4a8	Slc4a8	2	-2	1
Smad3	Smad3	2	-2	1
Smco4	Smco4	2	-2	1
Smim22	Smim22	2	-2	1
Snai1	Snai1	2	-2	1
Snapc5	Snapc5	2	-2	1
Snx29	Snx29	2	-2	1
Snx4	Snx4	2	-2	1
Snx7	Snx7	2	-2	1
Sorl1	Sorl1	2	-2	1
Sort1	Sort1	2	-2	1
Sowahc	Sowahc	2	-2	1
Spry1	Spry1	2	-2	1
Spry2	Spry2	2	-2	1
Sptbn1	Sptbn1	2	-2	1
Ssh2	Ssh2	2	-2	1
St3gal4	St3gal4	2	-2	1
St5	St5	2	-2	1
St6gal1	St6gal1	2	-2	1
St6galnac6	St6galnac6	2	-2	1
Stard5	Stard5	2	-2	1
Stat3	Stat3	2	-2	1
Stim1	Stim1	2	-2	1
Stk40	Stk40	2	-2	1
Stx17	Stx17	2	-2	1
Stxbp2	Stxbp2	2	-2	1
Syt7	Syt7	2	-2	1
Szt2	Szt2	2	-2	1
Tacc1	Tacc1	2	-2	1
Tbc1d8	Tbc1d8	2	-2	1
Tcea3	Tcea3	2	-2	1
Tcp11l2	Tcp11l2	2	-2	1
Tcta	Tcta	2	-2	1
Tctex1d2	Tctex1d2	2	-2	1
Tead4	Tead4	2	-2	1
Tgfb1i1	Tgfb1i1	2	-2	1
Tgm1	Tgm1	2	-2	1
Thbs1	Thbs1	2	-2	1
Thra	Thra	2	-2	1
Thsd4	Thsd4	2	-2	1
Tifa	Tifa	2	-2	1
Timp3	Timp3	2	-2	1
Tle2	Tle2	2	-2	1
Tle3	Tle3	2	-2	1
Tma7	Tma7	2	-2	1
Tmc4	Tmc4	2	-2	1
Tmed10	Tmed10	2	-2	1
Tmem126b	Tmem126b	2	-2	1
Tmem176b	Tmem176b	2	-2	1
Tmem18	Tmem18	2	-2	1
Tmem238	Tmem238	2	-2	1
Tmem245	Tmem245	2	-2	1
Tmem246	Tmem246	2	-2	1
Tmem64	Tmem64	2	-2	1
Tmod1	Tmod1	2	-2	1
Tmx4	Tmx4	2	-2	1
Tnfaip3	Tnfaip3	2	-2	1
Tnfsf15	Tnfsf15	2	-2	1
Tns1	Tns1	2	-2	1
Tns2	Tns2	2	-2	1
Top1	Top1	2	-2	1
Tram2	Tram2	2	-2	1
Trappc2	Trappc2	2	-2	1
Triap1	Triap1	2	-2	1
Trim13	Trim13	2	-2	1
Tspyl1	Tspyl1	2	-2	1
Tusc1	Tusc1	2	-2	1
Txnrd2	Txnrd2	2	-2	1
Uap1l1	Uap1l1	2	-2	1
Ube2a	Ube2a	2	-2	1
Ubl5	Ubl5	2	-2	1
Uhrf1bp1l	Uhrf1bp1l	2	-2	1
Use1	Use1	2	-2	1
Usp43	Usp43	2	-2	1
Usp47	Usp47	2	-2	1
Vasn	Vasn	2	-2	1
Veph1	Veph1	2	-2	1
Vgll4	Vgll4	2	-2	1
Wbp1	Wbp1	2	-2	1
Wdfy3	Wdfy3	2	-2	1
Wdr6	Wdr6	2	-2	1
Wdr91	Wdr91	2	-2	1
Wipf1	Wipf1	2	-2	1
Wwc1	Wwc1	2	-2	1
Wwp1	Wwp1	2	-2	1
Yae1d1	Yae1d1	2	-2	1
Yap1	Yap1	2	-2	1
Ypel3	Ypel3	2	-2	1
Zbtb10	Zbtb10	2	-2	1
Zbtb20	Zbtb20	2	-2	1
Zfp277	Zfp277	2	-2	1
Zfp612	Zfp612	2	-2	1
Zfp810	Zfp810	2	-2	1
Adcy7	Adcy7	2	-2	1
Akr1c19	Akr1c19	2	-2	1
Atp7b	Atp7b	2	-2	1
Cbr2	Cbr2	2	-2	1
Fgd2	Fgd2	2	-2	1
Filip1	Filip1	2	-2	1
Ggt5	Ggt5	2	-2	1
Hmha1	Hmha1	2	-2	1
Stx19	Stx19	2	-2	1
Zfp385b	Zfp385b	2	-2	1
Ace2	Ace2	2	-2	1
Acot2	Acot2	2	-2	1
Ypel4	Ypel4	2	-2	1
4430402I18Rik	4430402I18Rik	2	-2	1
Cd83	Cd83	2	-2	1
Hsbp1l1	Hsbp1l1	2	-2	1
Macc1	Macc1	2	-2	1
Pard3b	Pard3b	2	-2	1
Piwil4	Piwil4	2	-2	1
Rasip1	Rasip1	2	-2	1
Rtn4rl1	Rtn4rl1	2	-2	1
Scnn1b	Scnn1b	2	-2	1
Sept4	Sept4	2	-2	1
St6galnac2	St6galnac2	2	-2	1
2610028H24Rik	2610028H24Rik	2	-2	1
4732465J04Rik	4732465J04Rik	2	-2	1
9530077C05Rik	9530077C05Rik	2	-2	1
A330041J22Rik	A330041J22Rik	2	-2	1
Ablim3	Ablim3	2	-2	1
Alpk2	Alpk2	2	-2	1
Arfgef3	Arfgef3	2	-2	1
Cables1	Cables1	2	-2	1
Cldn10	Cldn10	2	-2	1
Cnga1	Cnga1	2	-2	1
Crybg3	Crybg3	2	-2	1
Fam222a	Fam222a	2	-2	1
Fcer2a	Fcer2a	2	-2	1
Fxyd6	Fxyd6	2	-2	1
Gngt2	Gngt2	2	-2	1
Hcls1	Hcls1	2	-2	1
Hrct1	Hrct1	2	-2	1
Il15ra	Il15ra	2	-2	1
Il18bp	Il18bp	2	-2	1
Irak3	Irak3	2	-2	1
Kcne2	Kcne2	2	-2	1
Map6	Map6	2	-2	1
Nacad	Nacad	2	-2	1
Panct2	Panct2	2	-2	1
Pde7b	Pde7b	2	-2	1
Pde8b	Pde8b	2	-2	1
Pdzd2	Pdzd2	2	-2	1
Phactr1	Phactr1	2	-2	1
Pla2g4f	Pla2g4f	2	-2	1
Ppara	Ppara	2	-2	1
Prss35	Prss35	2	-2	1
Pygo1	Pygo1	2	-2	1
Rassf10	Rassf10	2	-2	1
Rbm46	Rbm46	2	-2	1
Rec8	Rec8	2	-2	1
Ror1	Ror1	2	-2	1
RP23-299D2.2	RP23-299D2.2	2	-2	1
Rtp4	Rtp4	2	-2	1
Sgsh	Sgsh	2	-2	1
Slc10a6	Slc10a6	2	-2	1
Slc13a2	Slc13a2	2	-2	1
Slc5a1	Slc5a1	2	-2	1
Slc6a14	Slc6a14	2	-2	1
St6galnac3	St6galnac3	2	-2	1
Tex15	Tex15	2	-2	1
Tmem30b	Tmem30b	2	-2	1
Trpv6	Trpv6	2	-2	1
Usp2	Usp2	2	-2	1
Alpl	Alpl	2	-2	1
Arxes1	Arxes1	2	-2	1
Cacna1s	Cacna1s	2	-2	1
Fam105a	Fam105a	2	-2	1
Gm15972	Gm15972	2	-2	1
Gm17182	Gm17182	2	-2	1
Gm4951	Gm4951	2	-2	1
Hck	Hck	2	-2	1
Msrb3	Msrb3	2	-2	1
Pced1b	Pced1b	2	-2	1
Sec1	Sec1	2	-2	1
Tgtp2	Tgtp2	2	-2	1
Tmem132c	Tmem132c	2	-2	1
Tmod4	Tmod4	2	-2	1
Cftr	Cftr	2	-2	1
Lypd1	Lypd1	2	-2	1
Rgs7bp	Rgs7bp	2	-2	1
Tbx1	Tbx1	2	-2	1
Tnfaip8l3	Tnfaip8l3	2	-2	1
Zbtb16	Zbtb16	2	-2	1
