tumor,expansion,type,count
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,2
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,2
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,2
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,2
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,2
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,2
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,5
3724_NT_T1,1.0,expanding,3
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,0
3724_NT_T1,1.0,expanding,1
3724_NT_T1,1.0,expanding,3
