	"(1,13)"	"(1,7)"	"(1,6)"	"(1,9)"	"(1,2)"	"(1,4)"	"(1,5)"	"(1,11)"	"(1,0)"	"(1,15)"	"(1,16)"	"(1,14)"	"(1,10)"	"(1,3)"	"(1,8)"	"(1,12)"	"(1,17)"	"(1,18)"	"(13,7)"	"(13,6)"	"(13,9)"	"(13,2)"	"(13,4)"	"(13,5)"	"(13,11)"	"(13,0)"	"(13,15)"	"(13,16)"	"(13,14)"	"(13,10)"	"(13,3)"	"(13,8)"	"(13,12)"	"(13,17)"	"(13,18)"	"(7,6)"	"(7,9)"	"(7,2)"	"(7,4)"	"(7,5)"	"(7,11)"	"(7,0)"	"(7,15)"	"(7,16)"	"(7,14)"	"(7,10)"	"(7,3)"	"(7,8)"	"(7,12)"	"(7,17)"	"(7,18)"	"(6,9)"	"(6,2)"	"(6,4)"	"(6,5)"	"(6,11)"	"(6,0)"	"(6,15)"	"(6,16)"	"(6,14)"	"(6,10)"	"(6,3)"	"(6,8)"	"(6,12)"	"(6,17)"	"(6,18)"	"(9,2)"	"(9,4)"	"(9,5)"	"(9,11)"	"(9,0)"	"(9,15)"	"(9,16)"	"(9,14)"	"(9,10)"	"(9,3)"	"(9,8)"	"(9,12)"	"(9,17)"	"(9,18)"	"(2,4)"	"(2,5)"	"(2,11)"	"(2,0)"	"(2,15)"	"(2,16)"	"(2,14)"	"(2,10)"	"(2,3)"	"(2,8)"	"(2,12)"	"(2,17)"	"(2,18)"	"(4,5)"	"(4,11)"	"(4,0)"	"(4,15)"	"(4,16)"	"(4,14)"	"(4,10)"	"(4,3)"	"(4,8)"	"(4,12)"	"(4,17)"	"(4,18)"	"(5,11)"	"(5,0)"	"(5,15)"	"(5,16)"	"(5,14)"	"(5,10)"	"(5,3)"	"(5,8)"	"(5,12)"	"(5,17)"	"(5,18)"	"(11,0)"	"(11,15)"	"(11,16)"	"(11,14)"	"(11,10)"	"(11,3)"	"(11,8)"	"(11,12)"	"(11,17)"	"(11,18)"	"(0,15)"	"(0,16)"	"(0,14)"	"(0,10)"	"(0,3)"	"(0,8)"	"(0,12)"	"(0,17)"	"(0,18)"	"(15,16)"	"(15,14)"	"(15,10)"	"(15,3)"	"(15,8)"	"(15,12)"	"(15,17)"	"(15,18)"	"(16,14)"	"(16,10)"	"(16,3)"	"(16,8)"	"(16,12)"	"(16,17)"	"(16,18)"	"(14,10)"	"(14,3)"	"(14,8)"	"(14,12)"	"(14,17)"	"(14,18)"	"(10,3)"	"(10,8)"	"(10,12)"	"(10,17)"	"(10,18)"	"(3,8)"	"(3,12)"	"(3,17)"	"(3,18)"	"(8,12)"	"(8,17)"	"(8,18)"	"(12,17)"	"(12,18)"	"(17,18)"	1	13	7	6	9	2	4	5	11	0	15	16	14	10	3	8	12	17	18
3430_NT_T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3430_NT_T2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.165021173	0	2.884149664	0	0.439004207	0	0	0	0	0	0	0	0	0	0	0	0	0	1.121330511	0	0.201880123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354735381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049327354	0.881165919	0	0.051569507	0	0.01793722	0	0	0	0	0	0	0	0	0	0	0	0
3432_NT_T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206922391	0	0.267032645	0	0	0.220528246	0	0.233295312	0.231928908	0	0	0	0	3.629741452	0	0	2.135946493	0	2.12948461	1.367659443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.485435242	0	3.106349902	1.96440459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.741573914	1.265377559	0	0	0	0	0	0	0	0	1.462173794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559241706	0.106635071	0	0.05450237	0	0	0.125592417	0	0.078199052	0.075829384	0	0	0
3432_NT_T2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198592817	0	0.375316047	0	0	0.470519576	0	0.494978804	0.134422651	0	0	0	0	1.12409688	0	0	1.474778383	0	2.216562523	0.576020375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.988560224	0	2.91605688	0.834111042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.242456474	1.887865107	0	0	0	0	0	0	0	0	2.180275181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.470873786	0.116504854	0	0.033980583	0	0	0.082524272	0	0.106796117	0.189320388	0	0	0
3433_NT_T2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129995601	0	0.292836452	0	0	0.512911731	0	0.358394415	0.144420075	0	0	0	0	2.841540896	0	0	1.314979762	0	1.509260682	5.830931179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.280422499	0	1.359769293	2.834270917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.082409978	1.177666906	0	0	0	0	0	0	0	0	1.127076069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241645244	0.298200514	0	0.05655527	0	0	0.046272494	0	0.061696658	0.29562982	0	0	0
3434_NT_T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3434_NT_T2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410587266	0	0.169041099	0	0	0	0	0.409951443	0	0.157421804	0	0	0	1.631634598	0	0	0	0	1.455014004	0	1.6700082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.582355852	0	3.786399006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.640369791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053036784	0.030795552	0	0.29170231	0	0	0	0	0.0427716	0	0.581693755	0	0
3434_NT_T3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.764407979	0	0	0.593966866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.629731728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048978018	0	0	0	0	0.277284998	0	0	0.673736984	0	0	0
3435_NT_T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.016501725	0	0	0	0	2.128205603	0.179073804	0	0	0	0	0	0	0	0	0	0.959136458	1.120670069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33206219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588798821	0.083271923	0	0	0	0	0.095799558	0.232129698	0	0	0	0	0
